"date","yuan_per_usd","rupee_per_usd","yen_per_usd","franc_per_usd","euro_per_usd","pound_per_usd"
1999-01-04,100,42.6,100,100,100,100
1999-01-05,100.00241566316,42.56,99.1083370485956,100.204888043319,100.442176870748,100.090546903296
1999-01-06,100.00241566316,42.55,100.561747659385,101.361042002049,101.512547267102,100.205475312745
1999-01-07,100.0060391579,42.55,99.589835042354,101.441533733353,101.199451679232,100.521370112155
1999-01-08,100.00362349474,42.55,99.4382523406152,102.224498756037,102.232992902891,101.07284364523
1999-01-11,100.00483132632,42.55,97.0396790013375,102.173276745207,102.410265302584,101.258015267176
1999-01-12,100.00241566316,42.55,99.9286669638877,101.639104346553,102.286110148944,101.674025018396
1999-01-13,100.00120783158,42.53,101.16807846634,99.4072881603981,100.974525559925,100.533559691991
1999-01-14,99.9963765052601,42.55,100.980829246545,99.64876335431,101.052271366242,100.308529945554
1999-01-15,99.9963765052601,42.5,101.818992420865,100.870774184107,101.906651712536,100.490909090909
1999-01-19,99.9927530105202,42.55,101.435577351761,100.629298990195,101.739879414298,100.187311178248
1999-01-20,99.9975843368401,42.55,101.159161836826,101.726913507976,102.047516198704,100.692293678266
1999-01-21,99.9951686736802,42.54,101.426660722247,101.382994292404,102.029886844606,100.39355776217
1999-01-22,99.9927530105202,42.55,102.229157378511,101.192741109322,101.985840096702,100.126811594203
1999-01-25,99.9891295157803,42.55,101.471243869817,101.148836528611,102.126923742002,100.108675964499
1999-01-26,99.9842981894605,42.52,101.67632634864,101.492755744183,102.029886844606,99.9758818209225
1999-01-27,99.9818825263005,42.52,103.094070441373,102.531830821016,102.883024126818,100.582347588717
1999-01-28,99.9818825263005,42.55,103.753901025412,103.651397629153,103.659499780606,100.673952641166
1999-01-29,99.9818825263005,42.54,103.432902362907,103.673349919508,103.878286870108,100.753478762836
1999-02-01,99.9782590315607,42.55,102.621489077129,104.141665447095,104.503229231178,101.042047531993
1999-02-02,99.9782590315607,42.54,99.9732501114579,103.256256402751,104.272598870056,100.919050517346
1999-02-03,99.9794668631406,42.5,100.276415514935,103.431874725596,104.17144368992,101.258015267176
1999-02-04,99.9794668631406,42.52,99.8930004458315,103.687984779745,104.475499734654,101.134492223239
1999-02-05,99.9794668631406,42.5,100.88274632189,103.709937070101,104.688469378711,101.28894318876
1999-02-08,99.9794668631406,42.5,101.988408381632,103.724571930338,104.567988668555,101.227106227106
1999-02-09,99.9794668631406,42.5,102.024074899688,103.783111371286,104.530973451327,101.381840415775
1999-02-10,99.9794668631406,42.45,102.05082478823,103.051368359432,104.244991615921,101.786372007366
1999-02-11,99.9794668631406,42.51,102.273740526081,103.570905897849,104.503229231178,102.074612164491
1999-02-12,99.9794668631406,42.6,101.934908604547,103.592858188204,104.69774862613,101.655324627552
1999-02-16,99.9927530105202,42.51,105.287561301828,104.56607639397,105.567968540531,101.617944475087
1999-02-17,99.9927530105202,42.5,106.134641105662,104.251426898873,105.182546749777,101.487330150569
1999-02-18,99.9927530105202,42.51,106.839054837272,104.273379189229,105.248151118239,101.487330150569
1999-02-19,99.9927530105202,42.47,107.891217119929,105.82467437436,106.654627539503,102.005536757921
1999-02-22,99.9927530105202,42.43,107.311636201516,105.978340406849,107.021835643744,102.11232910457
1999-02-23,99.9927530105202,42.48,108.292465448061,106.066149568272,107.450195579005,102.745073739001
1999-02-24,99.9927530105202,42.6,108.693713776193,106.249085321235,107.655851257747,103.760951188986
1999-02-25,99.9951686736802,42.6,106.339723584485,104.96853505049,106.722081676906,103.244084682441
1999-02-26,99.9963765052601,42.83,105.840392331699,106.066149568272,107.430650295589,103.456666874649
1999-03-01,99.99879216842,42.54,106.812304948729,106.980828333089,108.456523735194,103.256943579524
1999-03-02,99.9951686736802,42.58,107.418635755684,106.702765988585,108.059646875858,102.764177254416
1999-03-03,99.9951686736802,42.58,108.497547926884,106.907654031904,108.486407053637,102.770546671625
1999-03-04,99.9879216842004,42.55,110.12037449844,107.566222742573,109.127864005913,103.211951447246
1999-03-05,99.9891295157803,42.55,109.291127953634,107.463778720913,108.936641150973,103.160579854414
1999-03-08,99.9915451789403,42.56,108.542131074454,106.922288892141,108.376915313331,103.083618277899
1999-03-09,99.9975843368401,42.53,108.24788230049,107.383286989609,108.636071001564,102.681446618776
1999-03-10,99.9939608421002,42.5,106.8568880963,106.585687106688,107.763890156008,101.930288313764
1999-03-11,99.9951686736802,42.48,106.61613909942,107.456461290795,108.049762166118,101.911493546404
1999-03-12,99.9951686736802,42.52,106.098974587606,106.893019171667,108.010241404535,101.505968778696
1999-03-15,99.9951686736802,42.5,104.948729380294,107.273525537831,108.069533394328,102.206743512297
1999-03-16,99.9951686736802,42.5,104.98439589835,107.310112688424,108.218048557032,102.099753694581
1999-03-17,99.9939608421002,42.5,105.349977708426,105.978340406849,107.235587834771,101.711446448289
1999-03-18,99.9939608421002,42.5,104.797146678556,106.351529342895,107.479526842584,101.786372007366
1999-03-19,100,42.5,104.369148461881,106.980828333089,108.138789709787,101.705207630497
1999-03-22,99.99879216842,42.5,105.341061078912,107.12717693546,108.218048557032,101.848894348894
1999-03-23,100.00241566316,42.5,105.234061524744,106.732035709059,108.188312877816,101.276569753237
1999-03-24,100.00362349474,42.5,104.636647347303,106.651543977755,108.158593535391,101.042047531993
1999-03-25,100.0060391579,42.5,105.260811413286,107.42719157032,108.656057400423,101.63663111438
1999-03-26,100.00845482106,42.5,107.267053053946,108.627250109761,109.95066554966,102.320271521135
1999-03-29,100.00483132632,42.48,106.803388319215,108.861407873555,110.227696901829,102.732342007435
1999-03-30,100.00845482106,42.5,107.088720463665,108.956534465096,110.063361908312,102.89171579274
1999-03-31,100.00845482106,42.5,105.599643334819,108.115030001463,109.289415247964,102.732342007435
1999-04-01,100.00362349474,42.5,107.168970129291,108.371140055612,109.552958634762,103.224802340783
1999-04-02,100.00120783158,42.5,107.534551939367,108.371140055612,109.552958634762,103.482493914997
1999-04-05,100.00241566316,42.5,108.782880071333,109.117517927704,110.33065570708,103.534186699969
1999-04-06,100.00483132632,42.75,107.659384752564,107.749158495536,108.986897951652,104.152010050251
1999-04-07,100.00483132632,42.75,108.194382523406,108.349187765257,109.532640949555,103.793427230047
1999-04-08,100.00724698948,42.76,107.757467677218,107.741841065418,109.017074296262,103.09643723186
1999-04-09,100.00483132632,42.78,107.971466785555,108.53212351822,109.512330799184,103.192681105302
1999-04-12,100.00483132632,42.77,107.124386981721,108.261378603834,108.946688802804,102.815154709493
1999-04-13,100.00483132632,42.9,107.03522068658,109.029708766281,109.573283858998,102.764177254416
1999-04-14,100.00120783158,42.85,106.009808292465,108.876042733792,109.583449299564,102.834284296701
1999-04-15,99.9951686736802,42.9,106.143557735176,109.563881164935,110.217411589064,102.968390983047
1999-04-16,99.9927530105202,42.75,105.091395452519,109.710229767306,110.516467065868,102.91087388282
1999-04-19,99.9927530105202,42.95,105.207311636202,110.471242499634,111.349924585219,103.147744945568
1999-04-20,99.9879216842004,42.9,105.376727596968,110.237084735841,111.119473189088,102.764177254416
1999-04-21,99.9879216842004,42.9,106.785555060187,110.346846187619,111.30795326046,103.154162000747
1999-04-22,99.9879216842004,42.81,106.8568880963,110.456607639397,111.454991507832,102.87894769498
1999-04-23,99.9891295157803,42.85,106.339723584485,110.280989316552,111.077675380854,102.541743970315
1999-04-26,100,42.9,106.223807400802,110.727352553783,111.539187913126,102.904487060138
1999-04-27,100.00120783158,42.91,107.204636647347,110.383433338212,110.921213259461,102.497372813253
1999-04-28,99.9975843368401,42.9,106.223807400802,110.763939704376,111.266013564431,102.681446618776
1999-04-29,100.00120783158,42.86,106.339723584485,111.151763500659,111.528656406383,102.955603849736
1999-04-30,99.9963765052601,42.84,106.491306286224,111.642031318601,111.813706929194,103.083618277899
1999-05-03,99.9963765052601,42.85,107.124386981721,111.605444168008,111.739665121559,103.09643723186
1999-05-04,99.9951686736802,42.8,107.837717342844,111.005414898288,111.507599358067,102.288710672424
1999-05-05,99.9951686736802,42.8,107.810967454302,109.578516025172,110.145468108915,101.493542266022
1999-05-06,99.9915451789403,42.8,107.686134641106,109.176057368652,109.583449299564,101.245649386334
1999-05-07,99.9879216842004,42.8,107.69505127062,109.102883067467,109.563120304239,101.412844036697
1999-05-10,99.9927530105202,42.8,107.605884975479,108.993121615689,109.502178548253,101.723926380368
1999-05-11,99.9867138526204,42.8,107.855550601872,109.746816917898,110.186567164179,102.257169287697
1999-05-12,99.9879216842004,42.8,107.766384306732,109.944387531099,110.744421526345,102.396097078985
1999-05-13,99.9818825263005,42.8,108.48863129737,110.346846187619,111.16130246565,102.415071031501
1999-05-14,99.9891295157803,42.83,109.353544360232,110.185862725011,110.910798122066,102.510046367852
1999-05-17,99.9903373473603,42.76,109.915292019617,109.856578369677,110.68215892054,102.396097078985
1999-05-18,99.9963765052601,42.77,109.888542131074,109.980974681692,110.68215892054,102.332901314571
1999-05-19,99.9879216842004,42.8,110.967454302274,110.127323284063,111.004604830373,102.510046367852
1999-05-20,99.9842981894605,42.8,110.699955416852,110.368798477975,111.119473189088,102.847041310011
1999-05-21,99.9842981894605,42.8,110.477039679001,111.04200204888,111.676278717973,103.501872659176
1999-05-24,99.9903373473603,42.8,110.182790905038,110.602956241768,111.507599358067,103.773939166354
1999-05-25,99.9951686736802,42.8,109.567543468569,110.127323284063,111.570794370454,103.495412271394
1999-05-26,99.9963765052601,42.95,108.809629959875,111.371286404215,112.806799732595,103.871452734448
1999-05-27,99.9939608421002,43.45,108.131966116808,111.700570759549,113.152600823834,103.910509494266
1999-05-28,99.9915451789403,43.17,107.78421756576,111.810332211327,113.337171368259,103.501872659176
1999-06-01,99.9855060210404,43,107.668301382078,111.4444607054,113.044310460331,102.668730650155
1999-06-02,99.9927530105202,43,108.016049933125,112.432313771403,114.048469634064,103.147744945568
1999-06-03,99.9891295157803,43,108.337048595631,112.505488072589,114.070497344278,103.276237932108
1999-06-04,99.9855060210404,43,108.773963441819,112.578662373774,114.379781156193,103.154162000747
1999-06-07,99.9855060210404,43.05,108.167632634864,112.871359578516,114.724164724165,103.566520924422
1999-06-08,99.9830903578805,43.05,106.892554614356,111.590809307771,113.163441272274,103.308411214953
1999-06-09,99.9818825263005,43.07,106.286223807401,111.590809307771,113.033492822967,103.624773451659
1999-06-10,99.9806746947206,43.15,105.974141774409,111.517635006586,112.742197193853,103.618297712786
1999-06-11,99.9806746947206,43.06,105.341061078912,111.188350651251,112.324077596044,103.083618277899
1999-06-14,99.9794668631406,43.25,107.356219349086,111.956680813698,113.402457757296,103.147744945568
1999-06-15,99.9855060210404,43.45,107.561301827909,112.066442265476,113.358925143954,103.956112852665
1999-06-16,99.9794668631406,43.2,107.026304057066,113.361627396458,114.701883860944,104.532845794982
1999-06-17,99.9782590315607,43.2,106.52697280428,113.090882482072,114.357633846452,104.119309262166
1999-06-18,99.9770511999807,43.16,107.427552385198,112.776232986975,113.927469135802,104.12584777694
1999-06-21,99.9818825263005,43.17,109.032545697726,113.112834772428,114.424101520876,104.348646947766
1999-06-22,99.9855060210404,43.3,108.497547926884,113.090882482072,114.424101520876,104.315822585719
1999-06-23,99.9891295157803,43.27,108.827463218903,113.259183374799,114.50174486235,105.029454614556
1999-06-24,99.9830903578805,43.45,108.631297369594,112.65183667496,113.883532587736,104.724309985473
1999-06-25,99.9782590315607,43.45,108.140882746322,111.883506512513,113.055130168453,104.328949852136
1999-06-28,99.9842981894605,43.45,108.15871600535,112.805502707449,113.8725537453,104.79711793705
1999-06-29,99.9915451789403,43.5,107.721801159162,113.383579686814,114.2691303086,105.069387237818
1999-06-30,99.9927530105202,43.45,107.837717342844,113.822625493927,114.568380213385,105.176022835395
1999-07-01,99.9915451789403,43.35,107.882300490415,114.81047855993,115.396639312231,105.176022835395
1999-07-02,99.9903373473603,43.45,108.007133303611,114.722669398507,115.306520890277,104.996200607903
1999-07-06,99.9867138526204,43.4,108.729380294249,114.517781355188,115.25026831886,105.692248852626
1999-07-07,99.9879216842004,43.45,108.9522960321,114.81047855993,115.532081377152,106.274836559415
1999-07-08,99.9855060210404,43.5,109.291127953634,115.11049319479,115.826632673073,106.445400269628
1999-07-09,99.9806746947206,43.35,109.112795363353,115.432460120006,115.963086589437,106.870770222365
1999-07-12,99.9794668631406,43.3,108.979045920642,115.820283916289,116.500641088865,106.575395295025
1999-07-13,99.9782590315607,43.35,108.230049041462,115.447094980243,116.077044025157,106.520621868174
1999-07-14,99.9818825263005,43.35,107.516718680339,115.00804917313,115.63387175722,106.050527662296
1999-07-15,99.9782590315607,43.26,107.436469014712,114.956827162301,115.577299412916,105.847430577721
1999-07-16,99.9758433684007,43.35,107.873383860901,115.21293721645,115.76987160639,106.1387786455
1999-07-19,99.9758433684007,43.25,106.268390548373,115.16171520562,115.76987160639,106.084452975048
1999-07-20,99.9806746947206,43.26,106.054391440036,112.725010976145,113.358925143954,105.611464968153
1999-07-21,99.9758433684007,43.35,105.439144003567,111.715205619786,112.217366520996,105.169351769631
1999-07-22,99.9758433684007,43.35,104.56531431119,111.84691936192,112.398896184223,104.71108304389
1999-07-23,99.9746355368208,43.28,103.887650468123,111.912776232987,112.527388777746,105.076045627376
1999-07-26,99.9722198736608,43.28,104.021399910834,110.266354456315,110.900384940381,104.250235774914
