"date","yuan_rolling_vol","rupee_rolling_vol","yen_rolling_vol","franc_rolling_vol","euro_rolling_vol","pound_rolling_vol"
2004-05-07,1.20747342577021e-05,0.00484653948492483,0.00868007038765079,0.00921626914220957,0.00802904321807462,0.00777935827056569
2004-05-10,1.26647521200031e-05,0.00458508348721166,0.00893806974633668,0.00921518318882042,0.00800799705536546,0.00782627714816183
2004-05-11,1.552183752488e-05,0.00481919527401962,0.00899478137476573,0.0091257887378365,0.00793118709912671,0.00787675008329859
2004-05-12,1.53315131554921e-05,0.00372203407893365,0.00856384730878015,0.00925310806516822,0.00794958823777747,0.0080909829139828
2004-05-13,1.53315000667821e-05,0.00377346151938283,0.00852291075070027,0.00954332129418947,0.00799188335961803,0.00798007516667785
2004-05-14,1.53315000667821e-05,0.00371754598578335,0.00848533048950991,0.00859189912519144,0.00727312378643713,0.00760018401050475
2004-05-17,1.53315000667821e-05,0.00370925598245058,0.00847882732761687,0.00895436488607045,0.00743826710247299,0.00762611180246181
2004-05-18,1.55218208096082e-05,0.00372589380388441,0.00848292707824203,0.00882145029147247,0.00734881542950549,0.00718137163773682
2004-05-19,1.61781143775247e-05,0.00389183057295784,0.00869988364514645,0.00854732978041647,0.00726723496045989,0.00733376437900938
2004-05-20,1.67688289669566e-05,0.00389594266947124,0.00862515744483609,0.00862909893126073,0.00728603251613077,0.00737506350206546
2004-05-21,1.67688289669566e-05,0.00380205597735327,0.0088871510797519,0.00871184883185781,0.00740537376500324,0.00762835209552618
2004-05-24,1.66332066053134e-05,0.00374749320285585,0.00867209210667075,0.00871354404149932,0.00740276908587503,0.00762369917610258
2004-05-25,1.70859969257789e-05,0.00374431939526173,0.0084593545525458,0.00846926856051469,0.00731533383221677,0.00776162467746977
2004-05-26,1.56563665470428e-05,0.00371331285959952,0.00816338186064249,0.00848731229712956,0.00731510846664524,0.00727915457889581
2004-05-27,1.56563770341512e-05,0.00355407556175692,0.0083389616123133,0.00921686661011918,0.00770744730753815,0.00747257342120045
2004-05-28,1.52161864481895e-05,0.0034556222006654,0.00824885638806524,0.00918175503242511,0.00761029220216353,0.00718748451491184
2004-06-01,1.56992148342632e-05,0.00345891953700061,0.00815780749050985,0.00918206943219502,0.00761064882909247,0.00717773516949453
2004-06-02,1.56992148342632e-05,0.00348360519859004,0.00816412911795698,0.00878929599501104,0.00740296458464589,0.00700064096513806
2004-06-03,1.56992188371738e-05,0.00355237597988709,0.00807357930852878,0.00882913625045865,0.00737587855049775,0.00664200804058859
2004-06-04,1.56564185958546e-05,0.00363249125414657,0.00806355788448326,0.00885615707398711,0.00740093370480217,0.0066282102775939
2004-06-07,1.55218863684627e-05,0.00355824877577789,0.00850660612214253,0.00878523473390722,0.00734296307308327,0.0066194193379557
2004-06-08,1.53752655954904e-05,0.00356434548545445,0.00838429973632041,0.00874824902348834,0.0073854296193326,0.00641280556687461
2004-06-09,1.53752655954904e-05,0.00358364511158063,0.00824175888183901,0.00894810403620274,0.00784262631939046,0.00644461392579313
2004-06-10,1.55434945307659e-05,0.00359525328492517,0.00824607671921737,0.00875952853039169,0.00767126685633765,0.006058055644698
2004-06-11,1.55218942045419e-05,0.00352883818338028,0.00834519580636983,0.00894000195597136,0.00765106352481143,0.00646755835827411
2004-06-14,1.49099347869316e-05,0.00363629104436624,0.00850150455750643,0.00891823695271817,0.00769379273390753,0.00647750400075657
2004-06-15,1.49099347869316e-05,0.00335442168690753,0.00889751001380276,0.00893032830451066,0.00772163993820127,0.00656729664300005
2004-06-16,1.49099347869316e-05,0.00326049718589901,0.00893434402655995,0.00901602341165499,0.0077118093142685,0.00632595324133892
2004-06-17,1.49099347869316e-05,0.00321691854372709,0.00859063076947884,0.00908073882304689,0.00760294103827719,0.00636014416422351
2004-06-18,1.49099347869316e-05,0.00325284933764072,0.00855781875739882,0.00912401380591941,0.0076184168261813,0.00636129231808459
2004-06-21,1.49099347869316e-05,0.00333409605370637,0.00716216480723382,0.00866756927610879,0.00689726248025974,0.00629448195923523
2004-06-22,1.43128372881389e-05,0.00337627328396137,0.0065382262580016,0.00870176813052891,0.00684693115520139,0.00623475986756291
2004-06-23,1.11727212664435e-05,0.00370813475453093,0.0065395588607067,0.00871260235603687,0.00683796684526536,0.00590130143725634
2004-06-24,1.12996571503789e-05,0.00374837083177268,0.00693135024493598,0.00860113121908357,0.00679722266518759,0.00558794941276354
2004-06-25,1.14764846746421e-05,0.00371766065538074,0.00681098214053173,0.00821820195263815,0.00655458690870502,0.00527114379441911
2004-06-28,1.161455171861e-05,0.0035400322168667,0.00682161735562111,0.00818454420716028,0.00650606271266271,0.00528629729727942
2004-06-29,1.161455171861e-05,0.00352700378056345,0.00686129618700017,0.00793701311648094,0.00630362379891013,0.00564860907855198
2004-06-30,1.1476506753591e-05,0.00353563119293352,0.00727415851604142,0.00801748979721185,0.00631340367190651,0.005651339070224
2004-07-01,1.09605691121853e-05,0.00334121330218437,0.00725372158095729,0.00800017165161342,0.00629903148845475,0.00551598064766195
2004-07-02,1.0075268280128e-05,0.00337963332408568,0.00724660572018765,0.00817866967406523,0.00647395640553793,0.00548852208103925
2004-07-06,1.11503552859885e-05,0.00356240501470173,0.00718842136838622,0.00813154114744731,0.00639070714481592,0.00536002298210663
2004-07-07,1.11503552859885e-05,0.00368339047957701,0.00720961256074802,0.0081678612242209,0.00647691397808419,0.00551024102697342
2004-07-08,1.05233365048516e-05,0.00370537571816124,0.0072423658862445,0.00799746871864943,0.00621812679299232,0.00507730094361519
2004-07-09,1.05233365048516e-05,0.00372605535654269,0.00725157705041714,0.00797443177033922,0.00621664514494263,0.00508307970669069
2004-07-12,1.05233365048516e-05,0.00373145176096919,0.00712195058412131,0.00705196733905899,0.00568924479674036,0.00464349478733341
2004-07-13,1.02732325381733e-05,0.003766863159366,0.00734908580726043,0.00733061356780828,0.00585566434617681,0.00474357013011814
2004-07-14,9.51873983116991e-06,0.00377863453730147,0.00733930057703238,0.00747026913296238,0.00597152381055554,0.00474135176527099
2004-07-15,9.51873983116991e-06,0.0037900948928207,0.00737112815169823,0.00749046184857832,0.00595320747156572,0.00474532995019936
2004-07-16,9.48342602807299e-06,0.00376767973945732,0.00730766040321108,0.00749167634541106,0.00596646114883419,0.00499014817901459
2004-07-19,9.24148772973378e-06,0.00372632278004622,0.007330685500932,0.00741902639440684,0.00592798923173479,0.00498213168623975
2004-07-20,9.51875260973639e-06,0.0037305780161897,0.00683256921688646,0.00751215380713453,0.00592605589627161,0.00531791070262557
2004-07-21,9.77100930240134e-06,0.0037144440843943,0.00743610260666934,0.00790360430453715,0.0063210487933133,0.0056960352911726
2004-07-22,9.77100930240134e-06,0.00369878671039286,0.00747039319225565,0.0076918508971295,0.00575254339773782,0.00576342899139685
2004-07-23,9.48343885422345e-06,0.00368870435522155,0.00746952720376046,0.00798599539068269,0.00621091138316661,0.00589755037338561
2004-07-26,9.51876538828572e-06,0.00371596786534462,0.00736204440244571,0.0076645552617798,0.00601426532533899,0.00555176517151617
2004-07-27,9.24150089166704e-06,0.00360819146996277,0.00734231059092364,0.00782589593459016,0.00607019478875228,0.00583156997950495
2004-07-28,9.48343885422345e-06,0.00360902814063943,0.0069204639469879,0.00775056279858155,0.00598167063127733,0.0056796141016946
2004-07-29,9.70207197819563e-06,0.00362624163705859,0.00686989349491316,0.00734375517154736,0.0056362447595415,0.00569697090619188
2004-07-30,9.70207197819563e-06,0.00361039251410395,0.00686113947116121,0.00715534907125938,0.00564502783764687,0.00563579559612733
2004-08-02,9.89894516614176e-06,0.00357597466977076,0.00665522000958416,0.00689115139302517,0.00551128589807148,0.00570818263015812
2004-08-03,9.89894516614176e-06,0.00348282705206879,0.00671474726586685,0.00688804181244055,0.00551870907606897,0.00568744187269911
2004-08-04,9.89894516614176e-06,0.00323539972056465,0.0067661232417097,0.00691077906233062,0.0055141777227921,0.00560959682827647
2004-08-05,1.00001091491486e-05,0.00245054915138533,0.00672812548621625,0.00690646874903921,0.00551487772904404,0.00560177067851028
2004-08-06,9.70203436828069e-06,0.00239706698910356,0.0066585744184287,0.00765954792333654,0.00635125729471934,0.00603370634726165
2004-08-09,9.48338840637103e-06,0.00240536142213474,0.00660866039642195,0.00758830289495549,0.00634007824385777,0.00606696314015834
2004-08-10,9.37661230331609e-06,0.00237072633504108,0.00661169739813649,0.00758758293041109,0.00633473947390315,0.00602696435309093
2004-08-11,9.70199675821995e-06,0.00236536238318379,0.00660949382977777,0.00741668233120226,0.00637647136255658,0.00575036864039546
2004-08-12,9.70199675821995e-06,0.00239673979521002,0.00631419701129739,0.00728527077541253,0.0063255627093067,0.00579128173293197
2004-08-13,9.77091614799306e-06,0.00235552570128192,0.00600629560804574,0.0077663515764398,0.00659474057066342,0.006184780318494
2004-08-16,9.483336248116e-06,0.00229821229543185,0.00598885818358054,0.00733988191710554,0.00622599251922769,0.00605026396709484
2004-08-17,8.67962380234253e-06,0.00199285864349014,0.00599400284157045,0.00735234830813984,0.00622047475809534,0.00601114670749115
2004-08-18,8.67962380234253e-06,0.00177795490999825,0.00583428711451424,0.00723987811341253,0.00607075654132314,0.00583030869491677
2004-08-19,8.67963104257958e-06,0.00175931662639647,0.0058436710862678,0.00733555249211577,0.00616247978593951,0.00591441066610124
2004-08-20,8.93679343586463e-06,0.00171034735065712,0.00575987199275237,0.00739367738322545,0.00619564623648806,0.00598502926792866
2004-08-23,8.6796378156991e-06,0.00170247730991418,0.00576292167431703,0.00770997271864348,0.00646004453080713,0.00593042237754146
2004-08-24,8.6796378156991e-06,0.00162844649710143,0.00545029665867261,0.00748905471414697,0.00643203811249106,0.00619121708123369
2004-08-25,8.67964458910123e-06,0.00161211525683409,0.00556772809149817,0.00728372828818416,0.00628341386123567,0.00619664572935498
2004-08-26,8.67964458910123e-06,0.00154167548524209,0.00564876060685696,0.0072611921319539,0.00628357687962501,0.00619696634373832
2004-08-27,8.67964458910123e-06,0.0014849132230482,0.00551094497062366,0.00720338912869962,0.00622327338283818,0.00591117814211503
2004-08-30,8.67964458910123e-06,0.0013935515168426,0.00545869835983529,0.00725252103043178,0.00624843338928428,0.00589580419511778
2004-08-31,8.67964458910123e-06,0.00139202048606835,0.00565667865208985,0.0075143451215184,0.00659091747020137,0.00584032934320715
2004-09-01,8.39465655347877e-06,0.0013909138149966,0.00495720255362621,0.00712828299412275,0.00619515639257218,0.00558654158988106
2004-09-02,8.67964458910123e-06,0.00122391828165048,0.00491104436858947,0.00699735428912007,0.00614854720574775,0.0054253840803687
2004-09-03,8.67964458910123e-06,0.0012080613403341,0.00511398513749331,0.0066894515825141,0.00596014441227532,0.00545840247614697
2004-09-07,8.39465655347877e-06,0.00117671361487096,0.00546658166929007,0.00669279131097385,0.00599217478992002,0.00537759161422118
2004-09-08,8.39465655347877e-06,0.00116936718441378,0.00517299130737645,0.00656558241183893,0.00596148114101531,0.00541770224041525
2004-09-09,8.39465655347877e-06,0.00117162052769138,0.00509856377632215,0.00656853040314437,0.00596592086753749,0.00541857903160173
2004-09-10,9.16850353270586e-06,0.00100915024286235,0.00511262095717035,0.00666029934568594,0.00610404741242288,0.00558336431818442
2004-09-13,9.16850353270586e-06,0.00103684094384831,0.00526969546357704,0.00664833759106691,0.00609190066265378,0.00558340079062497
2004-09-14,9.16852542189713e-06,0.00164292924362445,0.00537669559862458,0.00664836996476361,0.00609297028783887,0.00552020257283562
2004-09-15,9.48337643539755e-06,0.0016440337145382,0.00557196983245227,0.00690673269239106,0.0064009968366116,0.0059585267562543
2004-09-16,1.03949887588818e-05,0.00164406611740633,0.00552154500251498,0.00688528391931436,0.00640169571023114,0.00615769069178307
2004-09-17,1.04914054671752e-05,0.0016507547033037,0.00551913370404002,0.00688100206919879,0.00640442219001508,0.00616188082921345
2004-09-20,1.04914054671752e-05,0.00170455679398328,0.00495587002223922,0.00581127472434193,0.00543775116449569,0.00565630389826724
2004-09-21,1.06894529277171e-05,0.00168405634484424,0.00487585061213408,0.00613955692906356,0.00561902520863789,0.00570825206663776
2004-09-22,1.03950238616402e-05,0.00167666585563046,0.00496554747193274,0.0061321240660196,0.00557650077522745,0.00571119298692707
2004-09-23,1.02077228778938e-05,0.00167972861040976,0.00497029395153146,0.00603960631162553,0.0054556377275824,0.00567049044699728
2004-09-24,1.02077228778938e-05,0.00164279238360476,0.00496446418453359,0.00608465961356827,0.00549572032676419,0.00564676698764359
2004-09-27,1.00001509080405e-05,0.00165052371328212,0.00494918283614309,0.00547704418871028,0.00518939478511724,0.00516836801251678
2004-09-28,1.00001509080405e-05,0.00169743469430199,0.00497864056147604,0.00546850328352342,0.00518087030545329,0.00517598132877433
2004-09-29,9.77101552616053e-06,0.00173536606589458,0.00498056805860783,0.00545300760232903,0.00518081846018833,0.00524825605243901
2004-09-30,9.77101552616053e-06,0.0017624387340145,0.00508533007569139,0.00588376543477064,0.00540513221031613,0.00538063063469553
2004-10-01,9.48344526670828e-06,0.0017580341801878,0.0050546686437373,0.00578234410969788,0.00531958948292062,0.00540335059593909
2004-10-04,9.24150747202747e-06,0.00175871735685487,0.00516283561293809,0.00618686360269427,0.00560764252310187,0.00551546365235114
2004-10-05,9.24150747202747e-06,0.00175873609054468,0.00516062059931233,0.00576474202958873,0.00529131827701833,0.0054848847734257
2004-10-06,9.24150747202747e-06,0.00174862003549267,0.00515907064883705,0.00566124689112315,0.00506728168033434,0.00509245392897083
2004-10-07,8.97437957818196e-06,0.0017196155819227,0.00503324081307308,0.0056604423684549,0.00506949264248661,0.00509416014322502
2004-10-08,1.00001569897067e-05,0.00172798817426013,0.00569799249794902,0.00608016410384267,0.00539185972189759,0.00522771623261802
2004-10-12,1.18437001364541e-05,0.00174939239128781,0.00571667240800002,0.00606020781852694,0.00553082621610327,0.00525597078399532
2004-10-13,1.18437001364541e-05,0.00171829965982847,0.0056899555523331,0.00607611994578529,0.00559398227895673,0.00525723247793429
2004-10-14,1.16508733440423e-05,0.00171685277994586,0.00551379482517124,0.00608234719438063,0.00552240856238802,0.00521084617427454
2004-10-15,1.16508733440423e-05,0.00173211130425995,0.00546946768149163,0.00632508273798142,0.00563594923895185,0.0051821953864887
2004-10-18,1.14107714723173e-05,0.00173211861405138,0.00547026861911298,0.00633121863111345,0.00564097494582393,0.00519196230197602
2004-10-19,1.14107714723173e-05,0.00173508658835021,0.0053978984315395,0.00612439584164417,0.00531023616722043,0.00491167179380762
2004-10-20,1.14107714723173e-05,0.00180825508769591,0.00507695941206315,0.00631553009599328,0.00547953925431161,0.00508915199097788
2004-10-21,1.14107714723173e-05,0.00180947242302113,0.0052100879726438,0.00625323959046852,0.00542448219712494,0.00498684899246292
2004-10-22,1.11504758222828e-05,0.00180650986877966,0.00513037286679798,0.00623765885126885,0.00542232702904266,0.00497903877677419
2004-10-25,1.0273297065746e-05,0.0018066027006027,0.00526276680356791,0.00666479131184362,0.00561323664670257,0.00497438967468761
2004-10-26,1.0273297065746e-05,0.00183608660260137,0.00503941149963665,0.00666757373769857,0.00560068017220411,0.00498458016462084
2004-10-27,1.00001744242587e-05,0.0013550664512699,0.00493358046531645,0.00672262250019231,0.00564669352799167,0.00500797978494514
2004-10-28,9.70210770840347e-06,0.00136502926177381,0.00466924593393296,0.00646992822712438,0.00522534278666152,0.00432776930955327
2004-10-29,8.97441346295298e-06,0.0015808757960376,0.00460785980181734,0.00649655112785706,0.00524614396265943,0.00414189937069441
2004-11-01,8.93694813936969e-06,0.00158542628453816,0.0046504818991796,0.00656384248140101,0.00525851754497325,0.00415799030396037
2004-11-02,9.16864548341542e-06,0.00156590399703072,0.00465034975271994,0.00661470533603785,0.00531459872254818,0.00414432811003602
2004-11-03,9.24157306411276e-06,0.00156635399261186,0.00463906940255894,0.00654407184056933,0.00528004480638709,0.00413527397232563
2004-11-04,9.24157306411276e-06,0.00178327150607744,0.00447375338979427,0.0066634875524825,0.00538477458094724,0.00413877677685302
2004-11-05,9.48352692872059e-06,0.00178044586402466,0.00449835910557373,0.00667718514500495,0.00540045332187051,0.00420766520612747
2004-11-08,9.77111491060326e-06,0.00176576917313363,0.00442550770005871,0.00657361884645759,0.00532624991493382,0.00420647963119566
2004-11-09,1.00002648417253e-05,0.00174302195331993,0.004323609858971,0.00659084751199043,0.00532262257227714,0.00419737672209331
2004-11-10,1.02733977092826e-05,0.00163133364992554,0.00498524753141274,0.006548687178619,0.00532633241659243,0.00438618425436613
2004-11-12,1.02733977092826e-05,0.00163279152488841,0.00537747094834399,0.00655184969620179,0.00533183038598899,0.00414647508080043
2004-11-15,1.02733977092826e-05,0.00161745832131439,0.00531140591601558,0.00643815459590035,0.00520742075790648,0.00410268063709433
2004-11-16,1.02733977092826e-05,0.00161293691502064,0.0052650556205964,0.00640400461100798,0.00518613199472949,0.00390853243146233
2004-11-17,1.02733977092826e-05,0.00161105541328257,0.00533831427721625,0.00579336839985741,0.0047039581815377,0.00348746514760336
2004-11-18,1.02733977092826e-05,0.0016281454288174,0.00533404303112607,0.00590424713906324,0.00481074162030403,0.00359551430555619
2004-11-19,1.02733977092826e-05,0.0016281454288174,0.00570044913605006,0.00597257389619884,0.00482906248773851,0.00358764806849673
2004-11-22,1.02733977092826e-05,0.00162377949801744,0.00582275125172307,0.00605003070768737,0.00482628350693976,0.00360590479038202
2004-11-23,9.16872707551939e-06,0.00164998471183996,0.00533130165779867,0.00577113434818251,0.00454759639091008,0.0036191139032569
2004-11-24,6.34600758734752e-06,0.00161493091518417,0.0052655844054852,0.00560343363829574,0.00420979781805694,0.00358224434045355
2004-11-26,6.34600758734752e-06,0.00161924729334298,0.00525647941022337,0.00560606480064135,0.00424751179689435,0.00375751026090778
2004-11-29,6.34600758734752e-06,0.00189201041614325,0.00527616072709947,0.00542689087979501,0.00404841505472493,0.00375830292844168
2004-11-30,6.34600758734752e-06,0.00197591510679473,0.00538709465039647,0.00531848568634565,0.00403107514397726,0.00383522150573333
2004-12-01,6.34600758734752e-06,0.00203761279579096,0.00536297807752685,0.00537367987540851,0.004035275391479,0.00415788002842072
2004-12-02,6.34600758734752e-06,0.00210613015226695,0.00532296527916679,0.00558602603566148,0.00411690624428678,0.00430071127965717
2004-12-03,6.34600758734752e-06,0.00208137331761222,0.0053655265920097,0.00563458384181971,0.00413132511713009,0.00428194132120216
2004-12-06,6.34600758734752e-06,0.00275998604655121,0.00530590848010339,0.00563604390787775,0.00411160210224832,0.00421841004957336
2004-12-07,6.34600758734752e-06,0.00283583494615912,0.00531356876752375,0.00564623283116179,0.0041203383611605,0.00417823306288385
2004-12-08,6.34600758734752e-06,0.00382412276071003,0.00640285522495812,0.00618896563641182,0.00468992351665379,0.00454561658674104
2004-12-09,6.34600758734752e-06,0.00378796631392962,0.00641651545788532,0.00615870968598076,0.00465225988414373,0.00466513416274495
2004-12-10,6.34600758734752e-06,0.00421327996567467,0.00649263366676265,0.00624625638152963,0.00469144122620654,0.00466973531930293
2004-12-13,7.72890248592238e-06,0.00443397804410363,0.006555406945188,0.00622137893094743,0.00477838864571025,0.00471029910653447
2004-12-14,8.6799036106424e-06,0.0043883799774836,0.00676715525146283,0.00623357707352173,0.00480337622644051,0.00471722805999829
2004-12-15,8.39491736485985e-06,0.00442016676317555,0.00724859406893509,0.00666344522359493,0.0051104558257828,0.00496862488607717
2004-12-16,8.07916025232644e-06,0.00439853112453897,0.00728509350881363,0.00720453310897027,0.00552836437917816,0.00506560326415792
2004-12-17,7.77216981710685e-06,0.0044641886025909,0.00728501851016013,0.00708227420931049,0.0054456406927154,0.00506037193106841
2004-12-20,7.77216981710685e-06,0.00439995663667972,0.00729146925579676,0.00702773662869429,0.00544912921114461,0.00507679334210807
2004-12-21,7.42999437993682e-06,0.00443932144170614,0.0072938640591817,0.00705398439409342,0.00544145218967931,0.00556163450542785
2004-12-22,7.09497073771752e-06,0.00450675667660533,0.00731779976595254,0.00705516298483549,0.00543629345756578,0.00577231989682037
2004-12-23,6.71839285759726e-06,0.00453402008313896,0.00732435099097902,0.00713925696233154,0.0055486264126799,0.00579096015272751
2004-12-24,6.34591174475261e-06,0.00453420503311423,0.00688713894527192,0.00714052146144349,0.00554848590844383,0.00563323482126837
2004-12-27,6.34591174475261e-06,0.00458361340084251,0.00659660832375942,0.00716094468251543,0.00561081891554087,0.00570283765180795
2004-12-28,6.34591174475261e-06,0.00459259974402261,0.00660933064538595,0.00706749148381517,0.00557566538300069,0.00566961700461736
2004-12-29,6.34591174475261e-06,0.00460551700415117,0.0069033279206911,0.0070906368222355,0.00566427788207926,0.0059264369264614
2004-12-30,6.34591174475261e-06,0.00460554780022559,0.00686420998288091,0.00697704865417438,0.00566500501881759,0.00593819141414427
2004-12-31,6.34591174475261e-06,0.00476525056981949,0.0068975458634581,0.00705078727782846,0.00576203774543694,0.0059269482709114
2005-01-03,6.34591174475261e-06,0.00479456078938531,0.0064285850172008,0.00694042230566467,0.00579719863979148,0.00600354541912841
2005-01-04,6.34591174475261e-06,0.00484944387034102,0.00688136241693857,0.00768286940227783,0.00637335949910505,0.00642942985939541
2005-01-05,6.34591174475261e-06,0.00489123479914056,0.00690034862021423,0.00764868082135709,0.00635610009031749,0.00633332671257258
2005-01-06,6.34591174475261e-06,0.00495728626958663,0.00701279498248278,0.00755527480529102,0.00646504418511807,0.00637985017218955
2005-01-07,6.34591174475261e-06,0.00496555167231568,0.00696952294954067,0.00752729507079523,0.00643898856865645,0.00620435478609569
2005-01-10,6.34591174475261e-06,0.00496359650531709,0.00707242546153582,0.00763554605769447,0.00648352727321168,0.00622904324438799
2005-01-11,6.34591174475261e-06,0.00493467271556774,0.00723211280774197,0.00766929479705671,0.00652513322769605,0.00611455505432563
2005-01-12,6.34591174475261e-06,0.00492636660735457,0.00751376804941148,0.00789361570143617,0.00670876126341768,0.00585713492827971
2005-01-13,6.34591174475261e-06,0.00486999097472377,0.00750828817337293,0.00790160519440691,0.00676401376992105,0.00589238334296275
2005-01-14,6.34591174475261e-06,0.00486163304441962,0.00744512598214516,0.00772284384853062,0.00666268229257245,0.00578780689411561
2005-01-18,6.34591174475261e-06,0.00441106668253774,0.00744555984138703,0.0077126201427295,0.00666409883329774,0.00575050561470105
2005-01-19,6.34591174475261e-06,0.00439560556642239,0.00745081415541253,0.00771790872456304,0.00665927075684812,0.00576655761491713
2005-01-20,6.34591174475261e-06,0.00373209235215006,0.00667212899959052,0.00715589980205081,0.0062776630627756,0.00557359675007054
2005-01-21,6.34591174475261e-06,0.00373641153547728,0.00669680414860732,0.00717505216884276,0.00641907574135722,0.00553039393825326
2005-01-24,6.34591174475261e-06,0.00329296181831814,0.00661442605777787,0.00711323730397343,0.00639054972510227,0.00554166633838932
2005-01-25,4.41181610430724e-06,0.00295642974548218,0.0070570136873777,0.00711355659155527,0.00635229005706485,0.00554453192784206
2005-01-26,0,0.00293541002434035,0.00717846016953157,0.0074512035521113,0.00663685289856671,0.00589256716938824
2005-01-27,0,0.00283575257715148,0.0066842556242279,0.00683040090445762,0.0062823364278065,0.00550887420068059
2005-01-28,0,0.00280133257012653,0.00667801018155623,0.00639024033386461,0.00601481967829844,0.00548613137725271
2005-01-31,0,0.00275079800228429,0.00668125520530964,0.00639134649510953,0.00602036142374696,0.00547972853424146
2005-02-01,0,0.00276430862800904,0.00670269530744378,0.00622223539620898,0.00582509601121104,0.00538559517615719
2005-02-02,0,0.00309194392652561,0.00668124401897661,0.00620398077796631,0.00582621281739575,0.00505962471988799
2005-02-03,0,0.00302495821374805,0.00670392235917956,0.00627789147255381,0.00584705755462042,0.00491306846428851
2005-02-04,0,0.00293857994303084,0.00686253010270023,0.00607180005763859,0.00562012749106483,0.00488409037877994
2005-02-07,0,0.00294342073277031,0.00707256370093976,0.00639234444771086,0.00586371720040801,0.00534698317874726
2005-02-08,0,0.00302551193711063,0.00712842271242892,0.00622895116420197,0.00566703706673448,0.00513033531776674
2005-02-09,0,0.0029899785674739,0.00712938414509252,0.00626613822406855,0.00568814663769637,0.00513717524554691
2005-02-10,0,0.00299602540579498,0.00691593582941291,0.00648621923964873,0.0058927040703517,0.00516604610804449
2005-02-11,0,0.00298903657415004,0.00660284930291283,0.00643627388136238,0.00579169228639648,0.00511717384891078
2005-02-14,0,0.00258494579630669,0.00672487299859535,0.00675516787619678,0.00606367004855107,0.00575483685993067
2005-02-15,0,0.00258022974568265,0.00678986682394822,0.00678152089245619,0.00604141818409534,0.00568226151750934
2005-02-16,0,0.00255306403106257,0.00660787896050095,0.00603547022795842,0.00558395918979904,0.00536722919352506
2005-02-17,0,0.00249853967606677,0.00659225697579577,0.00620558300102922,0.00575322520020644,0.00560675589016735
2005-02-18,0,0.00242584251688894,0.00641807663562841,0.00614262537344653,0.00558110018070588,0.00546159228224014
2005-02-22,0,0.00240947064689129,0.00697247262398199,0.00662766491620254,0.00571889477511851,0.00558383435895652
2005-02-23,0,0.00226609087820122,0.0070380246356554,0.00657430391785427,0.00569904156574483,0.00558370440434026
2005-02-24,0,0.00219779842554454,0.00687033552033828,0.00661868376557686,0.00565620644171225,0.00557957812338033
2005-02-25,0,0.00211062504182996,0.00651355324681233,0.00639125724963456,0.00539777248304985,0.00544835823622683
2005-02-28,0,0.0021176199569214,0.0067576773538614,0.00646475271891412,0.00541361080320821,0.00540840784178217
2005-03-01,0,0.00211440919570695,0.0067556376407583,0.00637960827144061,0.0053555262252218,0.0052249898615593
2005-03-02,0,0.00210808517183927,0.00676183906674841,0.00658495881914661,0.005352109457354,0.00530754169148671
2005-03-03,0,0.00210666516780391,0.00677234838713944,0.00660670156124368,0.0053502309138638,0.00530921701181116
2005-03-04,0,0.00208689342781878,0.00673385994207603,0.00669960633043536,0.00543205218759293,0.00544492663900803
2005-03-07,0,0.00208693493988629,0.00678340224331222,0.00678797965838147,0.00534534361343035,0.00552978965978189
2005-03-08,0,0.00208631306460511,0.00690821132951804,0.00716366080434522,0.00564814683654831,0.00564013684342128
2005-03-09,0,0.00208948997460128,0.00649766961049264,0.0069411913567325,0.0054836120136204,0.0054861233450277
2005-03-10,0,0.00210801901661309,0.00609945193571748,0.00672892272728902,0.0052372383107707,0.00522675576938477
2005-03-11,0,0.00211031567396384,0.00610383496529775,0.00671991659020155,0.00519796922991697,0.00522498442295715
2005-03-14,0,0.00210911331271519,0.00636074047626228,0.00702425707934894,0.00550605149561853,0.00543254282807641
2005-03-15,0,0.00209949881452723,0.00642449462428357,0.00704886177425309,0.00553448085769955,0.00543247000234495
2005-03-16,0,0.00209003878754361,0.00644405878194806,0.00721598574671676,0.00566187062041616,0.00550590348230292
2005-03-17,0,0.00132276795014724,0.00649262849889577,0.0072574423711016,0.00572487008006674,0.00551537309894518
2005-03-18,0,0.00140167253296051,0.00643748389922303,0.00728584117219214,0.00573571172295467,0.00553700721367154
2005-03-21,0,0.00142805895257644,0.00628015324495611,0.0076218431483824,0.00610942220692693,0.00594888324156214
2005-03-22,0,0.00142204050419426,0.00605177888665903,0.0071378789151521,0.00564407361863898,0.0054027224547704
2005-03-23,0,0.00116882463498335,0.00596157907118772,0.00784403094625015,0.00642102329776952,0.00611226591416277
2005-03-24,0,0.00115855940859369,0.00601493253833482,0.00786400875863743,0.00646707023995522,0.00611225524398511
2005-03-25,0,0.0011365639874019,0.00600820044802572,0.00777402745101024,0.00636044915687983,0.00599149099642641
2005-03-28,0,0.00115387914485639,0.00619346958847519,0.00783515185158396,0.00645353160320923,0.00597865842978099
2005-03-29,0,0.00113180298418768,0.00600791052415364,0.00762258512705246,0.0062497640607665,0.00548576788707154
2005-03-30,0,0.00109367900744529,0.00594144960748227,0.00767915924946093,0.00626676466607294,0.00552371784260085
2005-03-31,0,0.00110427711158416,0.00563762239524357,0.00766937372203358,0.00627657892459311,0.00545282977773715
2005-04-01,0,0.00109613975340216,0.00563751477216088,0.00765393446875719,0.00621719466663029,0.00527632137457855
